"library_ID","Clade","Profile","Count","Count_sum","Count_freq","fastq_fwd_file_name","fastq_rev_file_name","host_genus","host_species","coral_tag","site_name","sequencing_run","expedition","sample_name","sra_accession","pub.name","lat","lon","level","continous.pressure.2km","expedition_class"
"15c-76_S322_L001","C","C31-C21-C31d-C31e-C21aj",5906,5906,1,"15c-76_S322_L001_R1_001.fastq.gz","15c-76_S322_L001_R2_001.fastq.gz","Montipora","aequituberculata","684",27,"Shedd_2021","2015c","KI15c_76","SAMN49904059","VH1",2.00973,-157.48941,5,7276,"2_during"
"366-15C_S149_L001","C","C31-C21-C31d-C31e-C21aj",13748,13748,1,"366-15C_S149_L001_R1_001.fastq.gz","366-15C_S149_L001_R2_001.fastq.gz","Montipora","aequituberculata","698",8,"Bleaching3_run","2015c","KI15c_366","SAMN49903538","M1",1.886,-157.552,3,1212.82819,"2_during"
"467-15C_S234_L001","C","C31-C21-C31d-C31e-C21aj",13529,13529,1,"467-15C_S234_L001_R1_001.fastq.gz","467-15C_S234_L001_R2_001.fastq.gz","Montipora","aequituberculata","755",32,"Bleaching3_run","2015c","KI15c_467","SAMN49903601","VH2",1.984,-157.482,5,4860.745702,"2_during"
"154_S154_L001","C","C31-C21-C31d-C31e-C21aj",10721,10721,1,"154_S154_L001_R1_001.fastq.gz","154_S154_L001_R2_001.fastq.gz","Montipora","aequituberculata","134",30,"run2","2014","KI14_134","SAMN49903662","VH3",2.02572,-157.498,5,5085.684783,"1_before"
"232-15B_S373_L001","C","C31-C21-C31d-C31e-C21aj",13615,13615,1,"232-15B_S373_L001_R1_001.fastq.gz","232-15B_S373_L001_R2_001.fastq.gz","Montipora","aequituberculata","755",32,"Bleaching3_run","2015b","KI15b_232","SAMN49903498","VH2",1.984,-157.482,5,4860.745702,"1_before"
"15c-516_S307_L001","C","C31-C21-C31d-C31e-C21aj",11062,11062,1,"15c-516_S307_L001_R1_001.fastq.gz","15c-516_S307_L001_R2_001.fastq.gz","Montipora","aequituberculata","357",34,"Shedd_2021","2015c","KI15c_516","SAMN49904070","M3",1.90992,-157.53456,3,1212.82819,"2_during"
"15b-298_S136_L001","C","C31-C21-C31d-C31e-C21aj",3609,3609,1,"15b-298_S136_L001_R1_001.fastq.gz","15b-298_S136_L001_R2_001.fastq.gz","Montipora","aequituberculata","802",5,"Shedd_2021","2015b","KI15b_298","SAMN49904037","VL3",1.84,-157.481,1,0,"1_before"
"168_S168_L001","C","C31-C21-C31d-C31e-C21aj",18717,18717,1,"168_S168_L001_R1_001.fastq.gz","168_S168_L001_R2_001.fastq.gz","Montipora","aequituberculata","448",27,"run2","2014","KI14_448","SAMN49903655","VH1",2.00973,-157.48941,5,7276,"1_before"
"130_S130_L001","C","C31-C21-C31d-C31e-C21aj",22551,22551,1,"130_S130_L001_R1_001.fastq.gz","130_S130_L001_R2_001.fastq.gz","Montipora","aequituberculata","44",27,"run2","2014","KI14_44","SAMN49903653","VH1",2.00973,-157.48941,5,7276,"1_before"
"89-15B_S306_L001","C","C31-C21-C31d-C31e-C21aj",3830,3830,1,"89-15B_S306_L001_R1_001.fastq.gz","89-15B_S306_L001_R2_001.fastq.gz","Montipora","aequituberculata","593",15,"Bleaching3_run","2015b","KI15b_89","SAMN49903477","VL1",1.82843,-157.32182,1,0,"1_before"
"296-KI13_S150_L001","C","C31-C21-C31d-C31e-C21aj",14407,14407,1,"296-KI13_S150_L001_R1_001.fastq.gz","296-KI13_S150_L001_R2_001.fastq.gz","Montipora","aequituberculata","2013-296",20,"run10_shedd2024","2013","KI13_296","SAMN49904192","VL5",1.864,-157.343,1,0,"1_before"
"KI14FSYM211_S169_L001","C","C31-C21-C31d-C31e-C21aj",20262,20262,1,"KI14FSYM211_S169_L001_R1_001.fastq.gz","KI14FSYM211_S169_L001_R2_001.fastq.gz","Montipora","aequituberculata","211",38,"run5","2014","KI14_211","SAMN49904009","L2",2.04572,-157.43373,2,808.5521265,"1_before"
"15c-68_S349_L001","C","C31-C21-C31d-C31e-C21aj",3603,3603,1,"15c-68_S349_L001_R1_001.fastq.gz","15c-68_S349_L001_R2_001.fastq.gz","Montipora","aequituberculata","732",27,"Shedd_2021","2015c","KI15c_68","SAMN49904063","VH1",2.00973,-157.48941,5,7276,"2_during"
"252_S251_L001","C","C31-C21-C31d-C31e-C21aj",7119,7119,1,"252_S251_L001_R1_001.fastq.gz","252_S251_L001_R2_001.fastq.gz","Montipora","aequituberculata","44",27,"run2","2015a","KI15a_167","SAMN49903690","VH1",2.00973,-157.48941,5,7276,"1_before"
"869-KI13_S175_L001","C","C31-C21-C31d-C31e-C21aj",4723,4723,1,"869-KI13_S175_L001_R1_001.fastq.gz","869-KI13_S175_L001_R2_001.fastq.gz","Montipora","aequituberculata","2013-869",19,"run10_shedd2024","2013","KI13_869","SAMN49904179","VL2",1.80255,-157.27339,1,0,"1_before"
"KI14FSYM083_S13_L001","C","C31-C21-C31d-C31e-C21aj",19584,19584,1,"KI14FSYM083_S13_L001_R1_001.fastq.gz","KI14FSYM083_S13_L001_R2_001.fastq.gz","Montipora","aequituberculata","83",8,"run5","2014","KI14_83","SAMN49903872","M1",1.886,-157.552,3,1212.82819,"1_before"
"KI14FSYM394_S181_L001","C","C31-C21-C31d-C31e-C21aj",11288,11288,1,"KI14FSYM394_S181_L001_R1_001.fastq.gz","KI14FSYM394_S181_L001_R2_001.fastq.gz","Montipora","aequituberculata","394",25,"run5","2014","KI14_394","SAMN49903912","M5",2.05002,-157.48611,3,1616.723937,"1_before"
"KI14FSYM028_S84_L001","C","C31-C21-C31d-C31e-C21aj",9190,9190,1,"KI14FSYM028_S84_L001_R1_001.fastq.gz","KI14FSYM028_S84_L001_R2_001.fastq.gz","Montipora","aequituberculata","28",38,"run5","2014","KI14_28","SAMN49903996","L2",2.04572,-157.43373,2,808.5521265,"1_before"
"KI14FSYM068_S12_L001","C","C31-C21-C31d-C31e-C21aj",15339,15339,1,"KI14FSYM068_S12_L001_R1_001.fastq.gz","KI14FSYM068_S12_L001_R2_001.fastq.gz","Montipora","aequituberculata","68",8,"run5","2014","KI14_68","SAMN49903866","M1",1.886,-157.552,3,1212.82819,"1_before"
"408-15C_S159_L001","C","C31-C21-C31d-C31e-C21aj",20354,20354,1,"408-15C_S159_L001_R1_001.fastq.gz","408-15C_S159_L001_R2_001.fastq.gz","Montipora","aequituberculata","394b",25,"Bleaching3_run","2015c","KI15c_408","SAMN49903579","M5",2.05002,-157.48611,3,1616.723937,"2_during"
"KI14FSYM221_S148_L001","C","C31-C21-C31d-C31e-C21aj",18920,18920,1,"KI14FSYM221_S148_L001_R1_001.fastq.gz","KI14FSYM221_S148_L001_R2_001.fastq.gz","Montipora","aequituberculata","221",3,"run5","2014","KI14_221","SAMN49903854","L1",2.0519,-157.45602,2,808.5521265,"1_before"
"KI15aFSYM033_S283_L001","C","C31-C21-C31d-C31e-C21aj",14125,14125,1,"KI15aFSYM033_S283_L001_R1_001.fastq.gz","KI15aFSYM033_S283_L001_R2_001.fastq.gz","Montipora","aequituberculata","584",15,"run5","2015a","KI15a_33","SAMN49904019","VL1",1.82843,-157.32182,1,0,"1_before"
"191-15C_S71_L001","C","C31-C21-C31d-C31e-C21aj",16440,16440,1,"191-15C_S71_L001_R1_001.fastq.gz","191-15C_S71_L001_R2_001.fastq.gz","Montipora","aequituberculata","31",38,"Bleaching3_run","2015c","KI15c_191","SAMN49903634","L2",2.04572,-157.43373,2,808.5521265,"2_during"
"KI14FSYM178_S97_L001","C","C31-C21-C31d-C31e-C21aj",18357,18357,1,"KI14FSYM178_S97_L001_R1_001.fastq.gz","KI14FSYM178_S97_L001_R2_001.fastq.gz","Montipora","aequituberculata","178",3,"run5","2014","KI14_178","SAMN49903848","L1",2.0519,-157.45602,2,808.5521265,"1_before"
"15c-66_S368_L001","C","C31-C21-C31d-C31e-C21aj",5463,5463,1,"15c-66_S368_L001_R1_001.fastq.gz","15c-66_S368_L001_R2_001.fastq.gz","Montipora","aequituberculata","733",27,"Shedd_2021","2015c","KI15c_66","SAMN49904064","VH1",2.00973,-157.48941,5,7276,"2_during"
"872-KI13_S167_L001","C","C31-C21-C31d-C31e-C21aj",5317,5317,1,"872-KI13_S167_L001_R1_001.fastq.gz","872-KI13_S167_L001_R2_001.fastq.gz","Montipora","aequituberculata","2013-872",19,"run10_shedd2024","2013","KI13_872","SAMN49904180","VL2",1.80255,-157.27339,1,0,"1_before"
"313_S312_L001","C","C31-C21-C31d-C31e-C21aj",15121,15121,1,"313_S312_L001_R1_001.fastq.gz","313_S312_L001_R2_001.fastq.gz","Montipora","aequituberculata","684",27,"run2","2015b","KI15b_146","SAMN49903740","VH1",2.00973,-157.48941,5,7276,"1_before"
"KI14FSYM198_S98_L001","C","C31-C21-C31d-C31e-C21aj",17441,17441,1,"KI14FSYM198_S98_L001_R1_001.fastq.gz","KI14FSYM198_S98_L001_R2_001.fastq.gz","Montipora","aequituberculata","198",38,"run5","2014","KI14_198","SAMN49904004","L2",2.04572,-157.43373,2,808.5521265,"1_before"
"KI14FSYM342_S178_L001","C","C31-C21-C31d-C31e-C21aj",11071,11071,1,"KI14FSYM342_S178_L001_R1_001.fastq.gz","KI14FSYM342_S178_L001_R2_001.fastq.gz","Montipora","aequituberculata","342",34,"run5","2014","KI14_342","SAMN49903974","M3",1.90992,-157.53456,3,1212.82819,"1_before"
"139_S139_L001","C","C31-C21-C31d-C31e-C21aj",20671,20671,1,"139_S139_L001_R1_001.fastq.gz","139_S139_L001_R2_001.fastq.gz","Montipora","aequituberculata","90",35,"run2","2014","KI14_90","SAMN49903681","M2",1.89417,-157.54283,3,1212.82819,"1_before"
"KI14FSYM490_S340_L001","C","C31-C21-C31d-C31e-C21aj",13963,14383,0.970798859765,"KI14FSYM490_S340_L001_R1_001.fastq.gz","KI14FSYM490_S340_L001_R2_001.fastq.gz","Montipora","aequituberculata","490",32,"run5","2014","KI14_490","SAMN49903958","VH2",1.984,-157.482,5,4860.745702,"1_before"
"KI14FSYM490_S340_L001","D","D1-D17d-D4-D1r-D17e-D17c",420,14383,0.0292011402349997,"KI14FSYM490_S340_L001_R1_001.fastq.gz","KI14FSYM490_S340_L001_R2_001.fastq.gz","Montipora","aequituberculata","490",32,"run5","2014","KI14_490","SAMN49903958","VH2",1.984,-157.482,5,4860.745702,"1_before"
"228-15B_S349_L001","C","C31-C21-C31d-C31e-C21aj",5891,5891,1,"228-15B_S349_L001_R1_001.fastq.gz","228-15B_S349_L001_R2_001.fastq.gz","Montipora","aequituberculata","751",32,"Bleaching3_run","2015b","KI15b_228","SAMN49903497","VH2",1.984,-157.482,5,4860.745702,"1_before"
"KI14FSYM283_S136_L001","C","C31-C21-C31d-C31e-C21aj",10576,10576,1,"KI14FSYM283_S136_L001_R1_001.fastq.gz","KI14FSYM283_S136_L001_R2_001.fastq.gz","Montipora","aequituberculata","283",14,"run5","2014","KI14_283","SAMN49903883","M4",1.87482,-157.56383,3,1159.552126,"1_before"
"KI14FSYM262_S107_L001","C","C31-C21-C31d-C31e-C21aj",16632,16632,1,"KI14FSYM262_S107_L001_R1_001.fastq.gz","KI14FSYM262_S107_L001_R2_001.fastq.gz","Montipora","aequituberculata","262",27,"run5","2014","KI14_262","SAMN49903934","VH1",2.00973,-157.48941,5,7276,"1_before"
"489-15C_S211_L001","C","C31-C21-C31d-C31e-C21aj",13723,13723,1,"489-15C_S211_L001_R1_001.fastq.gz","489-15C_S211_L001_R2_001.fastq.gz","Montipora","aequituberculata","329",34,"Bleaching3_run","2015c","KI15c_489","SAMN49903607","M3",1.90992,-157.53456,3,1212.82819,"2_during"
"KI14FSYM350_S245_L001","C","C31-C21-C31d-C31e-C21aj",17583,17583,1,"KI14FSYM350_S245_L001_R1_001.fastq.gz","KI14FSYM350_S245_L001_R2_001.fastq.gz","Montipora","aequituberculata","350",34,"run5","2014","KI14_350","SAMN49903977","M3",1.90992,-157.53456,3,1212.82819,"1_before"
"KI15aFSYM050_S300_L001","C","C31-C21-C31d-C31e-C21aj",14068,14068,1,"KI15aFSYM050_S300_L001_R1_001.fastq.gz","KI15aFSYM050_S300_L001_R2_001.fastq.gz","Montipora","aequituberculata","613",15,"run5","2015a","KI15a_50","SAMN49904028","VL1",1.82843,-157.32182,1,0,"1_before"
"KI14FSYM414_S196_L001","C","C31-C21-C31d-C31e-C21aj",8656,8656,1,"KI14FSYM414_S196_L001_R1_001.fastq.gz","KI14FSYM414_S196_L001_R2_001.fastq.gz","Montipora","aequituberculata","414",25,"run5","2014","KI14_414","SAMN49903919","M5",2.05002,-157.48611,3,1616.723937,"1_before"
"KI14FSYM225_S163_L001","C","C31-C21-C31d-C31e-C21aj",21486,21486,1,"KI14FSYM225_S163_L001_R1_001.fastq.gz","KI14FSYM225_S163_L001_R2_001.fastq.gz","Montipora","aequituberculata","225",3,"run5","2014","KI14_225","SAMN49903856","L1",2.0519,-157.45602,2,808.5521265,"1_before"
"KI14FSYM496_S289_L001","C","C31-C21-C31d-C31e-C21aj",10649,10649,1,"KI14FSYM496_S289_L001_R1_001.fastq.gz","KI14FSYM496_S289_L001_R2_001.fastq.gz","Montipora","aequituberculata","496",32,"run5","2014","KI14_496","SAMN49903960","VH2",1.984,-157.482,5,4860.745702,"1_before"
"346_S344_L001","C","C31-C21-C31d-C31e-C21aj",15192,15192,1,"346_S344_L001_R1_001.fastq.gz","346_S344_L001_R2_001.fastq.gz","Montipora","aequituberculata","329",34,"run2","2015b","KI15b_256","SAMN49903768","M3",1.90992,-157.53456,3,1212.82819,"1_before"
"KI14FSYM357_S179_L001","C","C31-C21-C31d-C31e-C21aj",8998,8998,1,"KI14FSYM357_S179_L001_R1_001.fastq.gz","KI14FSYM357_S179_L001_R2_001.fastq.gz","Montipora","aequituberculata","357",34,"run5","2014","KI14_357","SAMN49903980","M3",1.90992,-157.53456,3,1212.82819,"1_before"
"KI14FSYM256_S157_L001","C","C31-C21-C31d-C31e-C21aj",19705,19874,0.991496427493207,"KI14FSYM256_S157_L001_R1_001.fastq.gz","KI14FSYM256_S157_L001_R2_001.fastq.gz","Montipora","aequituberculata","256",8,"run5","2014","KI14_256","SAMN49903879","M1",1.886,-157.552,3,1212.82819,"1_before"
"KI14FSYM256_S157_L001","D","D1-D17d-D4-D17e-D1r-D17c-D17j-D4c",151,19874,0.00759786655932374,"KI14FSYM256_S157_L001_R1_001.fastq.gz","KI14FSYM256_S157_L001_R2_001.fastq.gz","Montipora","aequituberculata","256",8,"run5","2014","KI14_256","SAMN49903879","M1",1.886,-157.552,3,1212.82819,"1_before"
"KI14FSYM256_S157_L001","D","D6",18,19874,0.000905705947469055,"KI14FSYM256_S157_L001_R1_001.fastq.gz","KI14FSYM256_S157_L001_R2_001.fastq.gz","Montipora","aequituberculata","256",8,"run5","2014","KI14_256","SAMN49903879","M1",1.886,-157.552,3,1212.82819,"1_before"
"KI14FSYM329_S205_L001","C","C31-C21-C31d-C31e-C21aj",12090,12090,1,"KI14FSYM329_S205_L001_R1_001.fastq.gz","KI14FSYM329_S205_L001_R2_001.fastq.gz","Montipora","aequituberculata","329",34,"run5","2014","KI14_329","SAMN49903970","M3",1.90992,-157.53456,3,1212.82819,"1_before"
"216_S215_L001","C","C31-C21-C31d-C31e-C21aj",18669,18669,1,"216_S215_L001_R1_001.fastq.gz","216_S215_L001_R2_001.fastq.gz","Montipora","aequituberculata","60",8,"run2","2015a","KI15a_114","SAMN49903683","M1",1.886,-157.552,3,1212.82819,"1_before"
"c-102_S102_L001","C","C31-C21-C31d-C31e-C21aj",69759,69759,1,"c-102_S102_L001_R1_001.fastq.gz","c-102_S102_L001_R2_001.fastq.gz","Montipora","aequituberculata","317",34,"run3","2015c","KI15c_481","SAMN49903812","M3",1.90992,-157.53456,3,1212.82819,"2_during"
"KI14FSYM210_S162_L001","A","A4y",235,20166,0.0116532777943073,"KI14FSYM210_S162_L001_R1_001.fastq.gz","KI14FSYM210_S162_L001_R2_001.fastq.gz","Montipora","aequituberculata","210",38,"run5","2014","KI14_210","SAMN49904008","L2",2.04572,-157.43373,2,808.5521265,"1_before"
"KI14FSYM210_S162_L001","C","C31-C21-C31d-C31e-C21aj",19931,20166,0.988346722205693,"KI14FSYM210_S162_L001_R1_001.fastq.gz","KI14FSYM210_S162_L001_R2_001.fastq.gz","Montipora","aequituberculata","210",38,"run5","2014","KI14_210","SAMN49904008","L2",2.04572,-157.43373,2,808.5521265,"1_before"
"1004-KI13_S151_L001","C","C31-C21-C31d-C31e-C21aj",3520,3520,1,"1004-KI13_S151_L001_R1_001.fastq.gz","1004-KI13_S151_L001_R2_001.fastq.gz","Montipora","aequituberculata","2013-1004",19,"run10_shedd2024","2013","KI13_1004","SAMN49904176","VL2",1.80255,-157.27339,1,0,"1_before"
"KI14FSYM446_S287_L001","C","C31-C21-C31d-C31e-C21aj",12285,12285,1,"KI14FSYM446_S287_L001_R1_001.fastq.gz","KI14FSYM446_S287_L001_R2_001.fastq.gz","Montipora","aequituberculata","446",30,"run5","2014","KI14_446","SAMN49903953","VH3",2.02572,-157.498,5,5085.684783,"1_before"
"KI14FSYM182_S117_L001","C","C31-C21-C31d-C31e-C21aj",18862,18862,1,"KI14FSYM182_S117_L001_R1_001.fastq.gz","KI14FSYM182_S117_L001_R2_001.fastq.gz","Montipora","aequituberculata","182",3,"run5","2014","KI14_182","SAMN49903850","L1",2.0519,-157.45602,2,808.5521265,"1_before"
"KI14FSYM293_S103_L001","C","C31-C21-C31d-C31e-C21aj",6875,7197,0.955259135751007,"KI14FSYM293_S103_L001_R1_001.fastq.gz","KI14FSYM293_S103_L001_R2_001.fastq.gz","Montipora","aequituberculata","293",14,"run5","2014","KI14_293","SAMN49903887","M4",1.87482,-157.56383,3,1159.552126,"1_before"
"KI14FSYM293_S103_L001","D","D1-D17d-D4-D1r-D17e-D17c",322,7197,0.0447408642489926,"KI14FSYM293_S103_L001_R1_001.fastq.gz","KI14FSYM293_S103_L001_R2_001.fastq.gz","Montipora","aequituberculata","293",14,"run5","2014","KI14_293","SAMN49903887","M4",1.87482,-157.56383,3,1159.552126,"1_before"
"KI14FSYM117_S14_L001","C","C31-C21-C31d-C31e-C21aj",18923,18923,1,"KI14FSYM117_S14_L001_R1_001.fastq.gz","KI14FSYM117_S14_L001_R2_001.fastq.gz","Montipora","aequituberculata","117",35,"run5","2014","KI14_117","SAMN49903987","M2",1.89417,-157.54283,3,1212.82819,"1_before"
"KI14FSYM073_S33_L001","C","C31-C21-C31d-C31e-C21aj",18884,18884,1,"KI14FSYM073_S33_L001_R1_001.fastq.gz","KI14FSYM073_S33_L001_R2_001.fastq.gz","Montipora","aequituberculata","73",8,"run5","2014","KI14_73","SAMN49903868","M1",1.886,-157.552,3,1212.82819,"1_before"
"KI15aFSYM065_S323_L001","C","C31-C21-C31d-C31e-C21aj",14309,14309,1,"KI15aFSYM065_S323_L001_R1_001.fastq.gz","KI15aFSYM065_S323_L001_R2_001.fastq.gz","Montipora","aequituberculata","616",15,"run5","2015a","KI15a_65","SAMN49904029","VL1",1.82843,-157.32182,1,0,"1_before"
"KI14FSYM121_S34_L001","C","C31-C21-C31d-C31e-C21aj",16800,17029,0.986552351870339,"KI14FSYM121_S34_L001_R1_001.fastq.gz","KI14FSYM121_S34_L001_R2_001.fastq.gz","Montipora","aequituberculata","121",35,"run5","2014","KI14_121","SAMN49903992","M2",1.89417,-157.54283,3,1212.82819,"1_before"
"KI14FSYM121_S34_L001","G","G3x",229,17029,0.0134476481296612,"KI14FSYM121_S34_L001_R1_001.fastq.gz","KI14FSYM121_S34_L001_R2_001.fastq.gz","Montipora","aequituberculata","121",35,"run5","2014","KI14_121","SAMN49903992","M2",1.89417,-157.54283,3,1212.82819,"1_before"
"KI14FSYM443_S263_L001","C","C31-C21-C31d-C31e-C21aj",31021,31021,1,"KI14FSYM443_S263_L001_R1_001.fastq.gz","KI14FSYM443_S263_L001_R2_001.fastq.gz","Montipora","aequituberculata","443",30,"run5","2014","KI14_443","SAMN49903952","VH3",2.02572,-157.498,5,5085.684783,"1_before"
"15c-45_S338_L001","C","C31-C21-C31d-C31e-C21aj",7474,7474,1,"15c-45_S338_L001_R1_001.fastq.gz","15c-45_S338_L001_R2_001.fastq.gz","Montipora","aequituberculata","673",19,"Shedd_2021","2015c","KI15c_45","SAMN49904050","VL2",1.80255,-157.27339,1,0,"2_during"
"KI14FSYM031_S10_L001","C","C31-C21-C31d-C31e-C21aj",14869,14869,1,"KI14FSYM031_S10_L001_R1_001.fastq.gz","KI14FSYM031_S10_L001_R2_001.fastq.gz","Montipora","aequituberculata","31",38,"run5","2014","KI14_31","SAMN49903998","L2",2.04572,-157.43373,2,808.5521265,"1_before"
"KI14FSYM026_S68_L001","C","C31-C21-C31d-C31e-C21aj",7496,7496,1,"KI14FSYM026_S68_L001_R1_001.fastq.gz","KI14FSYM026_S68_L001_R2_001.fastq.gz","Montipora","aequituberculata","26",38,"run5","2014","KI14_26","SAMN49903995","L2",2.04572,-157.43373,2,808.5521265,"1_before"
"KI14FSYM259_S172_L001","C","C31-C21-C31d-C31e-C21aj",24216,24216,1,"KI14FSYM259_S172_L001_R1_001.fastq.gz","KI14FSYM259_S172_L001_R2_001.fastq.gz","Montipora","aequituberculata","259",27,"run5","2014","KI14_259","SAMN49903932","VH1",2.00973,-157.48941,5,7276,"1_before"
"324-15B_S359_L001","C","C31-C21-C31d-C31e-C21aj",9467,9467,1,"324-15B_S359_L001_R1_001.fastq.gz","324-15B_S359_L001_R2_001.fastq.gz","Montipora","aequituberculata","828",5,"Bleaching3_run","2015b","KI15b_324","SAMN49903467","VL3",1.84,-157.481,1,0,"1_before"
"KI14FSYM085_S21_L001","C","C31-C21-C31d-C31e-C21aj",16796,16796,1,"KI14FSYM085_S21_L001_R1_001.fastq.gz","KI14FSYM085_S21_L001_R2_001.fastq.gz","Montipora","aequituberculata","85",8,"run5","2014","KI14_85","SAMN49903873","M1",1.886,-157.552,3,1212.82819,"1_before"
"KI14FSYM110_S80_L001","C","C31-C21-C31d-C31e-C21aj",10367,10534,0.984146573001709,"KI14FSYM110_S80_L001_R1_001.fastq.gz","KI14FSYM110_S80_L001_R2_001.fastq.gz","Montipora","aequituberculata","110",35,"run5","2014","KI14_110","SAMN49903986","M2",1.89417,-157.54283,3,1212.82819,"1_before"
"KI14FSYM110_S80_L001","G","G3x",167,10534,0.0158534269982912,"KI14FSYM110_S80_L001_R1_001.fastq.gz","KI14FSYM110_S80_L001_R2_001.fastq.gz","Montipora","aequituberculata","110",35,"run5","2014","KI14_110","SAMN49903986","M2",1.89417,-157.54283,3,1212.82819,"1_before"
"KI14FSYM506_S335_L001","C","C31-C21-C31d-C31e-C21aj",10004,10004,1,"KI14FSYM506_S335_L001_R1_001.fastq.gz","KI14FSYM506_S335_L001_R2_001.fastq.gz","Montipora","aequituberculata","506",14,"run5","2014","KI14_506","SAMN49903896","M4",1.87482,-157.56383,3,1159.552126,"1_before"
"KI14FSYM514_S306_L001","C","C31-C21-C31d-C31e-C21aj",12512,12512,1,"KI14FSYM514_S306_L001_R1_001.fastq.gz","KI14FSYM514_S306_L001_R2_001.fastq.gz","Montipora","aequituberculata","514",14,"run5","2014","KI14_514","SAMN49903901","M4",1.87482,-157.56383,3,1159.552126,"1_before"
"15b-351_S382_L001","C","C31-C21-C31d-C31e-C21aj",10417,10417,1,"15b-351_S382_L001_R1_001.fastq.gz","15b-351_S382_L001_R2_001.fastq.gz","Montipora","aequituberculata","855",34,"Shedd_2021","2015b","KI15b_351","SAMN49904045","M3",1.90992,-157.53456,3,1212.82819,"1_before"
"465-15C_S218_L001","C","C31-C21-C31d-C21.11/C21ac-C21aj",15281,15281,1,"465-15C_S218_L001_R1_001.fastq.gz","465-15C_S218_L001_R2_001.fastq.gz","Montipora","aequituberculata","763",32,"Bleaching3_run","2015c","KI15c_465","SAMN49903605","VH2",1.984,-157.482,5,4860.745702,"2_during"
"397-15C_S103_L001","C","C31-C21-C31d-C21.11/C21ac-C21aj",22975,22975,1,"397-15C_S103_L001_R1_001.fastq.gz","397-15C_S103_L001_R2_001.fastq.gz","Montipora","aequituberculata","390b",25,"Bleaching3_run","2015c","KI15c_397","SAMN49903578","M5",2.05002,-157.48611,3,1616.723937,"2_during"
"175-15C_S94_L001","C","C31-C21-C31d-C21.11/C21ac-C21aj",20199,20199,1,"175-15C_S94_L001_R1_001.fastq.gz","175-15C_S94_L001_R2_001.fastq.gz","Montipora","aequituberculata","229b",3,"Bleaching3_run","2015c","KI15c_175","SAMN49903514","L1",2.0519,-157.45602,2,808.5521265,"2_during"
"169-15C_S62_L001","C","C31-C21-C31d-C21.11/C21ac-C21aj",17496,17496,1,"169-15C_S62_L001_R1_001.fastq.gz","169-15C_S62_L001_R2_001.fastq.gz","Montipora","aequituberculata","185b",3,"Bleaching3_run","2015c","KI15c_169","SAMN49903513","L1",2.0519,-157.45602,2,808.5521265,"2_during"
"135-15C_S21_L001","C","C31-C21-C31d-C21.11/C21ac-C21aj",26598,26598,1,"135-15C_S21_L001_R1_001.fastq.gz","135-15C_S21_L001_R2_001.fastq.gz","Montipora","aequituberculata","621",15,"Bleaching3_run","2015c","KI15c_135","SAMN49903556","VL1",1.82843,-157.32182,1,0,"2_during"
"181_S180_L001","C","C31-C21-C31d-C21.11/C21ac-C21aj",33118,33118,1,"181_S180_L001_R1_001.fastq.gz","181_S180_L001_R2_001.fastq.gz","Montipora","aequituberculata","2",35,"run2","2015a","KI15a_5","SAMN49903723","M2",1.89417,-157.54283,3,1212.82819,"1_before"
"15c-401_S362_L001","C","C31-C21-C31d-C21.11/C21ac-C21aj",4581,4581,1,"15c-401_S362_L001_R1_001.fastq.gz","15c-401_S362_L001_R2_001.fastq.gz","Montipora","aequituberculata","375",25,"Shedd_2021","2015c","KI15c_401","SAMN49904056","M5",2.05002,-157.48611,3,1616.723937,"2_during"
"162-15C_S22_L001","C","C31-C21-C31d-C21.11/C21ac-C21aj",20437,20437,1,"162-15C_S22_L001_R1_001.fastq.gz","162-15C_S22_L001_R2_001.fastq.gz","Montipora","aequituberculata","155b",3,"Bleaching3_run","2015c","KI15c_162","SAMN49903511","L1",2.0519,-157.45602,2,808.5521265,"2_during"
"255_S254_L001","C","C31-C21-C31d-C21.11/C21ac-C21aj",14787,14787,1,"255_S254_L001_R1_001.fastq.gz","255_S254_L001_R2_001.fastq.gz","Montipora","aequituberculata","2",35,"run2","2015b","KI15b_4","SAMN49903801","M2",1.89417,-157.54283,3,1212.82819,"1_before"
"225-15B_S333_L001","C","C31-C21-C31d-C21.11/C21ac-C21aj",12702,12702,1,"225-15B_S333_L001_R1_001.fastq.gz","225-15B_S333_L001_R2_001.fastq.gz","Montipora","aequituberculata","748",32,"Bleaching3_run","2015b","KI15b_225","SAMN49903495","VH2",1.984,-157.482,5,4860.745702,"1_before"
"425-15C_S184_L001","C","C31-C21-C31d-C21.11/C21ac-C21aj",19910,19910,1,"425-15C_S184_L001_R1_001.fastq.gz","425-15C_S184_L001_R2_001.fastq.gz","Montipora","aequituberculata","424",25,"Bleaching3_run","2015c","KI15c_425","SAMN49903577","M5",2.05002,-157.48611,3,1616.723937,"2_during"
"143-15C_S45_L001","C","C31-C21-C31d-C21.11/C21ac-C21aj",25147,25147,1,"143-15C_S45_L001_R1_001.fastq.gz","143-15C_S45_L001_R2_001.fastq.gz","Montipora","aequituberculata","629",15,"Bleaching3_run","2015c","KI15c_143","SAMN49903558","VL1",1.82843,-157.32182,1,0,"2_during"
