"library_ID","Clade","Profile","Count","Count_sum","Count_freq","fastq_fwd_file_name","fastq_rev_file_name","host_genus","host_species","coral_tag","site_name","sequencing_run","expedition","sample_name","sra_accession","pub.name","lat","lon","level","continous.pressure.2km","expedition_class"
"97-15B_S354_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",13049,13049,1,"97-15B_S354_L001_R1_001.fastq.gz","97-15B_S354_L001_R2_001.fastq.gz","Pocillopora","grandis","651",19,"Bleaching3_run","2015b","KI15b_97","SAMN49903481","VL2",1.80255,-157.27339,1,0,"1_before"
"437-KI23b_S260_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",51346,51346,1,"437-KI23b_S260_L001_R1_001.fastq.gz","437-KI23b_S260_L001_R2_001.fastq.gz","Pocillopora","grandis","1886",19,"run10_shedd2024","2023b","KI23b_437","SAMN49904262","VL2",1.80255,-157.27339,1,0,"4_longafter"
"362_S359_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",30649,30649,1,"362_S359_L001_R1_001.fastq.gz","362_S359_L001_R2_001.fastq.gz","Pocillopora","grandis","778",34,"run2","2015b","KI15b_274","SAMN49903775","M3",1.90992,-157.53456,3,1212.82819,"1_before"
"PLATE3H9_S264_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",15678,15678,1,"PLATE3H9_S264_L001_R1_001.fastq.gz","PLATE3H9_S264_L001_R2_001.fastq.gz","Pocillopora","grandis","654",19,"SheddRun_Dec2020","2015c","KI15c_62","SAMN49904118","VL2",1.80255,-157.27339,1,0,"2_during"
"403-15C_S135_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",18988,18988,1,"403-15C_S135_L001_R1_001.fastq.gz","403-15C_S135_L001_R2_001.fastq.gz","Pocillopora","grandis","378",25,"Bleaching3_run","2015c","KI15c_403","SAMN49903569","M5",2.05002,-157.48611,3,1616.723937,"2_during"
"214_S213_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",13412,13412,1,"214_S213_L001_R1_001.fastq.gz","214_S213_L001_R2_001.fastq.gz","Pocillopora","grandis","109",35,"run2","2015a","KI15a_110","SAMN49903714","M2",1.89417,-157.54283,3,1212.82819,"1_before"
"103-15C_S83_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",23816,23816,1,"103-15C_S83_L001_R1_001.fastq.gz","103-15C_S83_L001_R2_001.fastq.gz","Pocillopora","grandis","582b",15,"Bleaching3_run","2015c","KI15c_103","SAMN49903559","VL1",1.82843,-157.32182,1,0,"2_during"
"378_S371_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",43353,43353,1,"378_S371_L001_R1_001.fastq.gz","378_S371_L001_R2_001.fastq.gz","Pocillopora","grandis","848",34,"run2","2015b","KI15b_344","SAMN49903781","M3",1.90992,-157.53456,3,1212.82819,"1_before"
"120_S120_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",20855,20855,1,"120_S120_L001_R1_001.fastq.gz","120_S120_L001_R2_001.fastq.gz","Pocillopora","grandis","3",35,"run2","2014","KI14_3","SAMN49903669","M2",1.89417,-157.54283,3,1212.82819,"1_before"
"298_S297_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",14096,14096,1,"298_S297_L001_R1_001.fastq.gz","298_S297_L001_R2_001.fastq.gz","Pocillopora","grandis","440",30,"run2","2015b","KI15b_71","SAMN49903762","VH3",2.02572,-157.498,5,5085.684783,"1_before"
"PLATE3C1_S195_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",15952,15952,1,"PLATE3C1_S195_L001_R1_001.fastq.gz","PLATE3C1_S195_L001_R2_001.fastq.gz","Pocillopora","grandis","654",19,"SheddRun_Dec2020","2015b","KI15b_100","SAMN49904099","VL2",1.80255,-157.27339,1,0,"1_before"
"849-KI13_S383_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",6218,6218,1,"849-KI13_S383_L001_R1_001.fastq.gz","849-KI13_S383_L001_R2_001.fastq.gz","Pocillopora","grandis","2013-849",14,"run10_shedd2024","2013","KI13_849","SAMN49904170","M4",1.87482,-157.56383,3,1159.552126,"1_before"
"328_S327_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",20228,20228,1,"328_S327_L001_R1_001.fastq.gz","328_S327_L001_R2_001.fastq.gz","Pocillopora","grandis","86",8,"run2","2015b","KI15b_175","SAMN49903732","M1",1.886,-157.552,3,1212.82819,"1_before"
"450-15C_S257_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",13978,13978,1,"450-15C_S257_L001_R1_001.fastq.gz","450-15C_S257_L001_R2_001.fastq.gz","Pocillopora","grandis","759",32,"Bleaching3_run","2015c","KI15c_450","SAMN49903603","VH2",1.984,-157.482,5,4860.745702,"2_during"
"266_S265_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",10227,10227,1,"266_S265_L001_R1_001.fastq.gz","266_S265_L001_R2_001.fastq.gz","Pocillopora","grandis","92",35,"run2","2015b","KI15b_21","SAMN49903803","M2",1.89417,-157.54283,3,1212.82819,"1_before"
"242-15B_S318_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",11201,11201,1,"242-15B_S318_L001_R1_001.fastq.gz","242-15B_S318_L001_R2_001.fastq.gz","Pocillopora","grandis","765",32,"Bleaching3_run","2015b","KI15b_242","SAMN49903503","VH2",1.984,-157.482,5,4860.745702,"1_before"
"440-KI23b_S268_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",54329,54329,1,"440-KI23b_S268_L001_R1_001.fastq.gz","440-KI23b_S268_L001_R2_001.fastq.gz","Pocillopora","grandis","1875",19,"run10_shedd2024","2023b","KI23b_440","SAMN49904260","VL2",1.80255,-157.27339,1,0,"4_longafter"
"219-KI23b_S274_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",13096,13096,1,"219-KI23b_S274_L001_R1_001.fastq.gz","219-KI23b_S274_L001_R2_001.fastq.gz","Pocillopora","grandis","1572",5,"run10_shedd2024","2023b","KI23b_219","SAMN49904227","VL3",1.84,-157.481,1,0,"4_longafter"
"316_S315_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",14492,14492,1,"316_S315_L001_R1_001.fastq.gz","316_S315_L001_R2_001.fastq.gz","Pocillopora","grandis","109",35,"run2","2015b","KI15b_154","SAMN49903791","M2",1.89417,-157.54283,3,1212.82819,"1_before"
"476-15C_S266_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",80439,80439,1,"476-15C_S266_L001_R1_001.fastq.gz","476-15C_S266_L001_R2_001.fastq.gz","Pocillopora","grandis","785",34,"Bleaching3_run","2015c","KI15c_476","SAMN49903610","M3",1.90992,-157.53456,3,1212.82819,"2_during"
"283-KI23b_S235_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",51997,51997,1,"283-KI23b_S235_L001_R1_001.fastq.gz","283-KI23b_S235_L001_R2_001.fastq.gz","Pocillopora","grandis","1757",37,"run10_shedd2024","2023b","KI23b_283","SAMN49904336","VL4",1.82799,-157.47693,1,0,"4_longafter"
"270_S269_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",11524,11524,1,"270_S269_L001_R1_001.fastq.gz","270_S269_L001_R2_001.fastq.gz","Pocillopora","grandis","106",35,"run2","2015b","KI15b_28","SAMN49903790","M2",1.89417,-157.54283,3,1212.82819,"1_before"
"PLATE3C5_S227_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",32680,32680,1,"PLATE3C5_S227_L001_R1_001.fastq.gz","PLATE3C5_S227_L001_R2_001.fastq.gz","Pocillopora","grandis","858",34,"SheddRun_Dec2020","2015b","KI15b_354","SAMN49904105","M3",1.90992,-157.53456,3,1212.82819,"1_before"
"PLATE3C4_S219_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",16070,16070,1,"PLATE3C4_S219_L001_R1_001.fastq.gz","PLATE3C4_S219_L001_R2_001.fastq.gz","Pocillopora","grandis","830",5,"SheddRun_Dec2020","2015b","KI15b_326","SAMN49904097","VL3",1.84,-157.481,1,0,"1_before"
"153-15C_S85_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",18588,18588,1,"153-15C_S85_L001_R1_001.fastq.gz","153-15C_S85_L001_R2_001.fastq.gz","Pocillopora","grandis","174b",3,"Bleaching3_run","2015c","KI15c_153","SAMN49903512","L1",2.0519,-157.45602,2,808.5521265,"2_during"
"466-15C_S226_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",13034,13034,1,"466-15C_S226_L001_R1_001.fastq.gz","466-15C_S226_L001_R2_001.fastq.gz","Pocillopora","grandis","756",32,"Bleaching3_run","2015c","KI15c_466","SAMN49903602","VH2",1.984,-157.482,5,4860.745702,"2_during"
"286_S285_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",44437,44437,1,"286_S285_L001_R1_001.fastq.gz","286_S285_L001_R2_001.fastq.gz","Pocillopora","grandis","149",30,"run2","2015b","KI15b_52","SAMN49903755","VH3",2.02572,-157.498,5,5085.684783,"1_before"
"131_S131_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",16490,16490,1,"131_S131_L001_R1_001.fastq.gz","131_S131_L001_R2_001.fastq.gz","Pocillopora","grandis","50",8,"run2","2014","KI14_50","SAMN49903646","M1",1.886,-157.552,3,1212.82819,"1_before"
"PLATE1E10_S77_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",22034,22034,1,"PLATE1E10_S77_L001_R1_001.fastq.gz","PLATE1E10_S77_L001_R2_001.fastq.gz","Pocillopora","grandis","830",5,"SheddRun_Dec2020","2015c","KI15c_291","SAMN49904110","VL3",1.84,-157.481,1,0,"2_during"
"752-KI23b_S302_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",12230,12230,1,"752-KI23b_S302_L001_R1_001.fastq.gz","752-KI23b_S302_L001_R2_001.fastq.gz","Pocillopora","grandis","2155",20,"run10_shedd2024","2023b","KI23b_752","SAMN49904266","VL5",1.864,-157.343,1,0,"4_longafter"
"124_S124_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",12615,12615,1,"124_S124_L001_R1_001.fastq.gz","124_S124_L001_R2_001.fastq.gz","Pocillopora","grandis","9",35,"run2","2014","KI14_9","SAMN49903671","M2",1.89417,-157.54283,3,1212.82819,"1_before"
"66-KI13_S254_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",9292,9292,1,"66-KI13_S254_L001_R1_001.fastq.gz","66-KI13_S254_L001_R2_001.fastq.gz","Pocillopora","grandis","2013-66",30,"run10_shedd2024","2013","KI13_66","SAMN49904216","VH3",2.02572,-157.498,5,5085.684783,"1_before"
"275_S274_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",33552,33552,1,"275_S274_L001_R1_001.fastq.gz","275_S274_L001_R2_001.fastq.gz","Pocillopora","grandis","120",35,"run2","2015b","KI15b_36","SAMN49903794","M2",1.89417,-157.54283,3,1212.82819,"1_before"
"189_S188_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",23555,23555,1,"189_S188_L001_R1_001.fastq.gz","189_S188_L001_R2_001.fastq.gz","Pocillopora","grandis","88",35,"run2","2015a","KI15a_16","SAMN49903719","M2",1.89417,-157.54283,3,1212.82819,"1_before"
"180_S179_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",20111,20111,1,"180_S179_L001_R1_001.fastq.gz","180_S179_L001_R2_001.fastq.gz","Pocillopora","grandis","5b",35,"run2","2015a","KI15a_4","SAMN49903724","M2",1.89417,-157.54283,3,1212.82819,"1_before"
"179_S178_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",25585,25585,1,"179_S178_L001_R1_001.fastq.gz","179_S178_L001_R2_001.fastq.gz","Pocillopora","grandis","3",35,"run2","2015a","KI15a_3","SAMN49903716","M2",1.89417,-157.54283,3,1212.82819,"1_before"
"PLATE3B11_S274_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",41521,41521,1,"PLATE3B11_S274_L001_R1_001.fastq.gz","PLATE3B11_S274_L001_R2_001.fastq.gz","Pocillopora","grandis","809",5,"SheddRun_Dec2020","2015b","KI15b_305","SAMN49904095","VL3",1.84,-157.481,1,0,"1_before"
"888-KI13_S239_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",27205,27205,1,"888-KI13_S239_L001_R1_001.fastq.gz","888-KI13_S239_L001_R2_001.fastq.gz","Pocillopora","grandis","2013-888",15,"run10_shedd2024","2013","KI13_888","SAMN49904175","VL1",1.82843,-157.32182,1,0,"1_before"
"192_S191_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",27636,27636,1,"192_S191_L001_R1_001.fastq.gz","192_S191_L001_R2_001.fastq.gz","Pocillopora","grandis","92",35,"run2","2015a","KI15a_21","SAMN49903726","M2",1.89417,-157.54283,3,1212.82819,"1_before"
"391-KI23b_S328_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",12672,12672,1,"391-KI23b_S328_L001_R1_001.fastq.gz","391-KI23b_S328_L001_R2_001.fastq.gz","Pocillopora","grandis","1825",15,"run10_shedd2024","2023b","KI23b_391","SAMN49904251","VL1",1.82843,-157.32182,1,0,"4_longafter"
"508-15C_S251_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",14912,14912,1,"508-15C_S251_L001_R1_001.fastq.gz","508-15C_S251_L001_R2_001.fastq.gz","Pocillopora","grandis","848",34,"Bleaching3_run","2015c","KI15c_508","SAMN49903612","M3",1.90992,-157.53456,3,1212.82819,"2_during"
"279-KI23b_S227_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",38476,38476,1,"279-KI23b_S227_L001_R1_001.fastq.gz","279-KI23b_S227_L001_R2_001.fastq.gz","Pocillopora","grandis","1751",37,"run10_shedd2024","2023b","KI23b_279","SAMN49904335","VL4",1.82799,-157.47693,1,0,"4_longafter"
"356_S353_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",28677,28677,1,"356_S353_L001_R1_001.fastq.gz","356_S353_L001_R2_001.fastq.gz","Pocillopora","grandis","359",34,"run2","2015b","KI15b_268","SAMN49903772","M3",1.90992,-157.53456,3,1212.82819,"1_before"
"394-KI23b_S228_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",39353,39353,1,"394-KI23b_S228_L001_R1_001.fastq.gz","394-KI23b_S228_L001_R2_001.fastq.gz","Pocillopora","grandis","1812",15,"run10_shedd2024","2023b","KI23b_394","SAMN49904248","VL1",1.82843,-157.32182,1,0,"4_longafter"
"174_S174_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",25702,25702,1,"174_S174_L001_R1_001.fastq.gz","174_S174_L001_R2_001.fastq.gz","Pocillopora","grandis","469",27,"run2","2014","KI14_469","SAMN49903658","VH1",2.00973,-157.48941,5,7276,"1_before"
"248_S247_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",9444,9444,1,"248_S247_L001_R1_001.fastq.gz","248_S247_L001_R2_001.fastq.gz","Pocillopora","grandis","453b",27,"run2","2015a","KI15a_161","SAMN49903696","VH1",2.00973,-157.48941,5,7276,"1_before"
"604-KI23b_S338_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",84749,85590,0.990174085757682,"604-KI23b_S338_L001_R1_001.fastq.gz","604-KI23b_S338_L001_R2_001.fastq.gz","Pocillopora","grandis","1351",27,"run10_shedd2024","2023b","KI23b_604","SAMN49904286","VH1",2.00973,-157.48941,5,7276,"4_longafter"
"604-KI23b_S338_L001","D","D1/D1as-D1ax-D4-D1at-D6-D1au-D1aw-D1av",841,85590,0.00982591424231803,"604-KI23b_S338_L001_R1_001.fastq.gz","604-KI23b_S338_L001_R2_001.fastq.gz","Pocillopora","grandis","1351",27,"run10_shedd2024","2023b","KI23b_604","SAMN49904286","VH1",2.00973,-157.48941,5,7276,"4_longafter"
"211_S210_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",15221,15221,1,"211_S210_L001_R1_001.fastq.gz","211_S210_L001_R2_001.fastq.gz","Pocillopora","grandis","106",35,"run2","2015a","KI15a_107","SAMN49903713","M2",1.89417,-157.54283,3,1212.82819,"1_before"
"81-15B_S369_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",10836,10836,1,"81-15B_S369_L001_R1_001.fastq.gz","81-15B_S369_L001_R2_001.fastq.gz","Pocillopora","grandis","582b",15,"Bleaching3_run","2015b","KI15b_81","SAMN49903479","VL1",1.82843,-157.32182,1,0,"1_before"
"397-KI23b_S244_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",54869,54869,1,"397-KI23b_S244_L001_R1_001.fastq.gz","397-KI23b_S244_L001_R2_001.fastq.gz","Pocillopora","grandis","1851",15,"run10_shedd2024","2023b","KI23b_397","SAMN49904252","VL1",1.82843,-157.32182,1,0,"4_longafter"
"263_S262_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",10311,10311,1,"263_S262_L001_R1_001.fastq.gz","263_S262_L001_R2_001.fastq.gz","Pocillopora","grandis","636",35,"run2","2015b","KI15b_16","SAMN49903798","M2",1.89417,-157.54283,3,1212.82819,"1_before"
"22-KI23b_S217_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",5901,5901,1,"22-KI23b_S217_L001_R1_001.fastq.gz","22-KI23b_S217_L001_R2_001.fastq.gz","Pocillopora","grandis","1404",35,"run10_shedd2024","2023b","KI23b_22","SAMN49904323","M2",1.89417,-157.54283,3,1212.82819,"4_longafter"
"KI14FSYM359_S194_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",3805,3805,1,"KI14FSYM359_S194_L001_R1_001.fastq.gz","KI14FSYM359_S194_L001_R2_001.fastq.gz","Pocillopora","grandis","359",34,"run5","2014","KI14_359","SAMN49903981","M3",1.90992,-157.53456,3,1212.82819,"1_before"
"231_S230_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",9897,9897,1,"231_S230_L001_R1_001.fastq.gz","231_S230_L001_R2_001.fastq.gz","Pocillopora","grandis","142",30,"run2","2015a","KI15a_136","SAMN49903704","VH3",2.02572,-157.498,5,5085.684783,"1_before"
"551-KI23b_S269_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",35261,35261,1,"551-KI23b_S269_L001_R1_001.fastq.gz","551-KI23b_S269_L001_R2_001.fastq.gz","Pocillopora","grandis","1924",34,"run10_shedd2024","2023b","KI23b_551","SAMN49904317","M3",1.90992,-157.53456,3,1212.82819,"4_longafter"
"313-15C_S100_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",21078,21078,1,"313-15C_S100_L001_R1_001.fastq.gz","313-15C_S100_L001_R2_001.fastq.gz","Pocillopora","grandis","803",5,"Bleaching3_run","2015c","KI15c_313","SAMN49903519","VL3",1.84,-157.481,1,0,"2_during"
"273_S272_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",45118,45118,1,"273_S272_L001_R1_001.fastq.gz","273_S272_L001_R2_001.fastq.gz","Pocillopora","grandis","116",35,"run2","2015b","KI15b_34","SAMN49903793","M2",1.89417,-157.54283,3,1212.82819,"1_before"
"421-15C_S152_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",16434,16434,1,"421-15C_S152_L001_R1_001.fastq.gz","421-15C_S152_L001_R2_001.fastq.gz","Pocillopora","grandis","413",25,"Bleaching3_run","2015c","KI15c_421","SAMN49903574","M5",2.05002,-157.48611,3,1616.723937,"2_during"
"121-KI13_S367_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",9959,9959,1,"121-KI13_S367_L001_R1_001.fastq.gz","121-KI13_S367_L001_R2_001.fastq.gz","Pocillopora","grandis","2013-121",14,"run10_shedd2024","2013","KI13_121","SAMN49904169","M4",1.87482,-157.56383,3,1159.552126,"1_before"
"347_S345_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",11519,11519,1,"347_S345_L001_R1_001.fastq.gz","347_S345_L001_R2_001.fastq.gz","Pocillopora","grandis","331",34,"run2","2015b","KI15b_257","SAMN49903769","M3",1.90992,-157.53456,3,1212.82819,"1_before"
"173_S173_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",27250,27250,1,"173_S173_L001_R1_001.fastq.gz","173_S173_L001_R2_001.fastq.gz","Pocillopora","grandis","468",27,"run2","2014","KI14_468","SAMN49903657","VH1",2.00973,-157.48941,5,7276,"1_before"
"220_S219_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",8286,8286,1,"220_S219_L001_R1_001.fastq.gz","220_S219_L001_R2_001.fastq.gz","Pocillopora","grandis","84",8,"run2","2015a","KI15a_121","SAMN49903685","M1",1.886,-157.552,3,1212.82819,"1_before"
"320_S319_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",11253,11253,1,"320_S319_L001_R1_001.fastq.gz","320_S319_L001_R2_001.fastq.gz","Pocillopora","grandis","123",35,"run2","2015b","KI15b_160","SAMN49903795","M2",1.89417,-157.54283,3,1212.82819,"1_before"
"355-15C_S125_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",17976,17976,1,"355-15C_S125_L001_R1_001.fastq.gz","355-15C_S125_L001_R2_001.fastq.gz","Pocillopora","grandis","440",30,"Bleaching3_run","2015c","KI15c_355","SAMN49903588","VH3",2.02572,-157.498,5,5085.684783,"2_during"
"320-KI23b_S243_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",70790,70790,1,"320-KI23b_S243_L001_R1_001.fastq.gz","320-KI23b_S243_L001_R2_001.fastq.gz","Pocillopora","grandis","1691",3,"run10_shedd2024","2023b","KI23b_320","SAMN49904223","L1",2.0519,-157.45602,2,808.5521265,"4_longafter"
"112-KI13_S351_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",16188,16188,1,"112-KI13_S351_L001_R1_001.fastq.gz","112-KI13_S351_L001_R2_001.fastq.gz","Pocillopora","grandis","2013-112",14,"run10_shedd2024","2013","KI13_112","SAMN49904168","M4",1.87482,-157.56383,3,1159.552126,"1_before"
"373_S367_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",41379,41379,1,"373_S367_L001_R1_001.fastq.gz","373_S367_L001_R2_001.fastq.gz","Pocillopora","grandis","843",34,"run2","2015b","KI15b_339","SAMN49903780","M3",1.90992,-157.53456,3,1212.82819,"1_before"
"369_S364_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",21000,21000,1,"369_S364_L001_R1_001.fastq.gz","369_S364_L001_R2_001.fastq.gz","Pocillopora","grandis","785",34,"run2","2015b","KI15b_281","SAMN49903778","M3",1.90992,-157.53456,3,1212.82819,"1_before"
"348_S346_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",16182,16182,1,"348_S346_L001_R1_001.fastq.gz","348_S346_L001_R2_001.fastq.gz","Pocillopora","grandis","336",34,"run2","2015b","KI15b_258","SAMN49903770","M3",1.90992,-157.53456,3,1212.82819,"1_before"
"254_S253_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",12948,12948,1,"254_S253_L001_R1_001.fastq.gz","254_S253_L001_R2_001.fastq.gz","Pocillopora","grandis","3",35,"run2","2015b","KI15b_3","SAMN49903784","M2",1.89417,-157.54283,3,1212.82819,"1_before"
"13-KI23b_S193_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",9904,9904,1,"13-KI23b_S193_L001_R1_001.fastq.gz","13-KI23b_S193_L001_R2_001.fastq.gz","Pocillopora","grandis","1480",8,"run10_shedd2024","2023b","KI23b_13","SAMN49904239","M1",1.886,-157.552,3,1212.82819,"4_longafter"
"98-15C_S59_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",24122,24122,1,"98-15C_S59_L001_R1_001.fastq.gz","98-15C_S59_L001_R2_001.fastq.gz","Pocillopora","grandis","579",15,"Bleaching3_run","2015c","KI15c_98","SAMN49903544","VL1",1.82843,-157.32182,1,0,"2_during"
"516-KI23b_S245_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",14715,14715,1,"516-KI23b_S245_L001_R1_001.fastq.gz","516-KI23b_S245_L001_R2_001.fastq.gz","Pocillopora","grandis","1863",34,"run10_shedd2024","2023b","KI23b_516","SAMN49904315","M3",1.90992,-157.53456,3,1212.82819,"4_longafter"
"281-15C_S115_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",18739,18739,1,"281-15C_S115_L001_R1_001.fastq.gz","281-15C_S115_L001_R2_001.fastq.gz","Pocillopora","grandis","814",5,"Bleaching3_run","2015c","KI15c_281","SAMN49903521","VL3",1.84,-157.481,1,0,"2_during"
"229-KI23b_S240_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",8174,8174,1,"229-KI23b_S240_L001_R1_001.fastq.gz","229-KI23b_S240_L001_R2_001.fastq.gz","Pocillopora","grandis","1618",5,"run10_shedd2024","2023b","KI23b_229","SAMN49904231","VL3",1.84,-157.481,1,0,"4_longafter"
"299-15B_S374_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",10508,10508,1,"299-15B_S374_L001_R1_001.fastq.gz","299-15B_S374_L001_R2_001.fastq.gz","Pocillopora","grandis","803",5,"Bleaching3_run","2015b","KI15b_299","SAMN49903461","VL3",1.84,-157.481,1,0,"1_before"
"395-15C_S190_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",19279,19279,1,"395-15C_S190_L001_R1_001.fastq.gz","395-15C_S190_L001_R2_001.fastq.gz","Pocillopora","grandis","889",8,"Bleaching3_run","2015c","KI15c_395","SAMN49903542","M1",1.886,-157.552,3,1212.82819,"2_during"
"137-15C_S29_L001","C","C42a/C42.2/C1/C42g-C1b-C42ad-C42ac-C1az-C42b",15134,15134,1,"137-15C_S29_L001_R1_001.fastq.gz","137-15C_S29_L001_R2_001.fastq.gz","Pocillopora","grandis","611",15,"Bleaching3_run","2015c","KI15c_137","SAMN49903553","VL1",1.82843,-157.32182,1,0,"2_during"
